id,tweet,is_covid
1352665735164801026,"""COVAX is on track to deliver 2 billion doses by the end of year. This agreement also opens the door for countries who are willing to share doses of the Pfizer/BioNTech vaccine to donate them to COVAX and support rapid rollout""-@DrTedros #ACTogether #COVID19",True
1314271297795391494,"A5: Adults need a #fluvaccine every year &amp; Td or Tdap vaccine regularly. You may need other vaccines based on your age, health conditions, job, lifestyle, or travel habits. Take this vaccine assessment to learn what vaccines you may need: https://t.co/8NusK24goK. #HealthyLatinos https://t.co/NX2w10TOvv",False
1326155146989088774,"We are launching a new consultation on our proposal to introduce an online advertising ban on products high in fat, salt and sugar (HFSS)
 
Questions cover:
▶️ proposed scope of a HFSS online advertising restriction
▶️ how potential restrictions would be enforced
 
Learn more 👇",False
1328719469812846592,"🆕global strategy to accelerate the elimination of #CervicalCancer launched today.

It rests on 3 🔑 pillars:
✅Prevention through HPV vaccination
✅Screening &amp; treatment of precancerous lesions
✅Treatment &amp; palliative care for invasive cervical cancer

👉https://t.co/glqEyvjFn2 https://t.co/TalYa4QnJ2",False
1263570266229178371,"RT @CDCemergency: If you employ waste collectors or recyclers, you should have a #COVID19 health &amp; safety plan to protect employees. See ne…",True
1317124825966645248,"@grimmse @rudi_anschober @sebastiankurz Dear Oliver, our latest update on this:
https://t.co/zpIHJQBiwf",False
1246746905545256963,"“All of us absolutely need to keep washing our hands” - @Dr_Ellie

Help protect yourself and others from coronavirus (#COVID19) by:
▶️ Washing your hands often with soap and water for at least 20 seconds.
▶️ Always washing your hands when you return home from leaving the house. https://t.co/k1iUtz9uXT",True
1329021701464723456,"Our opinions on draft budgetary plans look at whether the planned supportive budgetary measures for 2021 are temporary – and if not, whether offsetting measures are planned.

More here: https://t.co/0HZY8xiUhl

#EuropeanSemester https://t.co/bmtLspVdxv",False
1248200788754694144,"Today's #COVID19 update (09.04.2020)

Global:
▪  1 476 819 cases
▪  87 816 deaths

EU/EEA/UK:
▪ 665 778 cases
▪ 59 508 deaths

Find all info: https://t.co/TE7KD96Va2
Latest #RapidRiskAssessment: https://t.co/ZvuKxsWAfC
#SARSCoV2",True
1308241840886472704,"Thanks to WHO:
We have a Global Health Observatory, a powerful tool helping countries chart vital details about who is falling sick, from which disease, and where, so that efforts can be targeted where they are needed most https://t.co/m7HLsbN8hN

#UN75 #UNGA https://t.co/fsbIUewJY8",False
1260579081927655428,"RT @vonderleyen: Tôt ou tard, nous trouverons un vaccin contre le #coronavirus. Mais il n’existe pas de vaccin contre le changement climati…",True
1263551814013792256,"RT @CDCgov: Take action to #slowthespread of #COVID19. Wear a cloth face covering in public spaces, keep at least 6 feet of physical distan…",True
1354112999632596993,RT @CDCEnvironment: Winter weather in your area? Stay safe! Visit the @CDCgov website for #WinterSafety tips: https://t.co/a67aGCj9Bd #Prep…,False
1300097218695827456,Use caution when relying on gaiters and face shields to help protect yourself and others from #COVID19. Researchers are currently investigating their effectiveness. Learn more: https://t.co/easmKh2UTu. https://t.co/yYy0Q6I5mH,True
1357726654307700739,"""Some countries have already vaccinated large proportions of their population who are at lower risk of severe disease or death""-@DrTedros #COVID19",True
1320847173446180864,"RT @CDC_NCBDDD: Aaron (@aaronchengmd) is a Harvard medical school graduate living with #Thalassemia, an inherited blood disorder that requi…",False
1360572500829159426,"RT @hmtreasury: “Lets all do our bit and when it’s our turn, make sure we get there and get our vaccination.”

Chancellor @RishiSunak talke…",False
1321081087926423557,"Ahead of #WorldCitiesDay 🏙️ we invite you to a special event on 29 October on urban leadership during #COVID19, hosted by WHO, @VitalStrat, @BloombergDotOrg &amp; mayors of cities from around the 🌐

Register today:
👉https://t.co/pKNDqnBflD https://t.co/cXfCqwifSx",True
1344946468747149312,"#COVID19 remains highly contagious and even people without symptoms can spread it. 

It is vital we keep protecting each other by:
👐 washing our hands 
😷 wearing face coverings 
↔️ keeping space     
✅ letting fresh air in https://t.co/up2WmvIbie",True
1320776582219374595,"""For leaders, as my colleague @DrMikeRyan said back in March, the most important thing to do is to “move fast, have no regrets.”""-@DrTedros on #COVID19",True
1270248224356552705,RT @hans_kluge: Thank you 🇰🇿 Ministry of Health @byelzhan for the solidarity &amp; congrats for the extensive testing strategy &amp; many (digital)…,False
1325747010050404354,"""The https://t.co/RjHSBkVjlH learning platform has provided free online training in 17 different topics, in 41 languages, with more than 4.5 million user registrations from all over the world, providing powerful proof-of-concept for the WHO Academy""-@DrTedros #COVID19 #WHA73",True
1309215959236960256,"Watch this video to see how and when to use a medical mask during #COVID19! 

#WearAMask  https://t.co/qPPVfokHn7",True
1336647586451697665,"#ICYMI: ⚠️ ❄️ The Met Office has forecast a spell of severe cold weather expected to last until 9am on Thursday 10 December. ❄️ ⚠️

Cold weather can increase health risks. Look out for those who are more vulnerable in low temperatures.

More info: https://t.co/bCGBXwUOju",False
1250198431580241925,"Protect yourself from #COVID19: call-in prescriptions ahead of time &amp; use drive-thru windows, curbside services, mail-order or other delivery services. Read more tips here: https://t.co/PfDqCRN3in https://t.co/25sdy2rISx",True
1338578255541112833,"From today, the self-isolation period for contacts of positive #COVID19 cases will be 10 days.

This also applies to those arriving from countries not on the travel corridor list.

See guidance 👇🏾
https://t.co/bFWxBVOPAS https://t.co/S0obe1R7wl",True
1354100365122293764,"RT @tephinet: We’re excited to launch the official website for the first-ever #WorldFieldEpidemiologyDay on September 7, 2021! 

Visit http…",False
1255463009310343171,"We have proposed new measures to support companies in the EU's aviation, rail, maritime and road sectors.

This will ease the regulatory burden and reduce costs for transport companies, allowing them to focus on recovery. 
#coronavirus #StrongerTogether",True
1353468416116609025,RT @RoyalFreeNHS: An incredibly powerful piece by @JasonFarrellSky shining a light on the impact this pandemic is having in hospitals like…,True
1257566732039880704,"RT @DHSCgovuk: We're launching a new contact tracing app to help minimise the spread of #coronavirus

The NHS #COVID19 App will first be av…",True
1312084780381593605,"RT @MattHancock: I'm delighted that today, we are announcing 40 new hospitals we will build in the 2020s.

We protected the NHS in the peak…",False
1255489183050797057,"UPDATE on #COVIDー19 testing in the UK:

Today's figures will be published later this afternoon.

We are working hard to provide you with the latest information and will tweet this out as soon as possible",True
1329049172314566656,"RT @DHSCgovuk: Every action counts when it comes to protecting ourselves and our loves ones from #COVID19.

Opening windows to allow fresh…",True
1310632865802129409,"If you’ve tested positive for #Covid19 you could help the fight against the virus by taking part in the @genomiccstudy.  
 
By donating your blood, you’ll help answer the question of whether your genes have an impact on how severely you're affected 🧬 

Click 👇 @GenomicsEngland",True
1278267101145423872,"We're here for you. 

If you or someone you know are showing symptoms of a stroke — it’s vital you act FAST. 

Dial 999 immediately for emergency medical help.
 
We’ll give you the care you need. 

▶️ https://t.co/Jz6a5nZaml

#HelpUsHelpYou https://t.co/4DkhVsmqpT",False
1255951507901550592,"RT @NIH: Attention researchers: #PublicHealthReports, official journal of @Surgeon_General and #USPHS, announces a Call for Papers on the #…",False
1299005825143406594,"""Seven other countries are preparing to submit their dossiers to show they too have eliminated sleeping sickness as a public health problem: Benin🇧🇯, Cameroon🇨🇲, Ghana🇬🇭, Mali🇲🇱, Rwanda🇷🇼, Uganda🇺🇬 and Equatorial Guinea🇬🇶.""-@DrTedros 
https://t.co/HheQoHd2ZJ",False
1252639545847427072,"RT @CDCgov: States, tribal, local, &amp; territorial officials: Resources are available to help quickly identify new #COVID19 cases, break chai…",True
1307235479343882246,"There is very high demand for #COVID19 tests and it's vital that we test people with symptoms to help stop the spread of the virus.

If you have coronavirus symptoms, you must get a test.

If you don’t have symptoms, don’t get a test.

See guidance 👇🏾
https://t.co/8iitJhe7oT",True
1270037877074911232,"""The more we cooperate, the better our chances will be to find a drug and to find it quickly.""

Thank you Prime Minister @JustinTrudeau 🇨🇦 for joining the Coronavirus #GlobalResponse.

More: https://t.co/MEQhGspe4I

#UnitedAgainstCoronavirus #GlobalGoalUnite https://t.co/Cx6LqMxPGR",True
1315939665199865858,Live Q&amp;A of the #Healthforall Film Festival on storytelling and health https://t.co/TvB4IdngBE,False
1286405867466821634,"RT @DHSCgovuk: If you have recovered from #COVID19, consider donating blood plasma to support clinical trials in the fight against the viru…",True
1314875823560761349,"We all need to play our part to reduce the spread of #COVID19 and protect each other.

Remember to:

✅ wash your hands
✅ make space
✅ wear a face covering
✅ self-isolate and get a test if you have symptoms

More info: https://t.co/VdU3Lzcrhl

#HandsFaceSpace",True
1276039924416798726,"Happy Statehood Day, Slovenia! Vesel dan državnosti! 🇸🇮 🇪🇺 

Slovenia was one of the 10 countries that joined the European Union in 2004, the EU's biggest enlargement. 

Today we celebrate with @EKvSloveniji. #StrongerTogether https://t.co/gmfVIFnAzu",False
1248352568159461378,"14 Jan 2020: Dr @mvankerkhove notes in a press briefing there may have been limited human-to-human transmission of the #coronavirus (in the 41 confirmed cases), mainly through family members &amp; that there was a risk of a possible wider outbreak.

https://t.co/9brqps8f8s",True
1280439082351501312,"WHO offers a set of practical support messages for caregivers of people with #dementia to reduce their stress and improve their #MentalHealth and well-being.

More ➡️ https://t.co/ozaEURi9UL https://t.co/IBm7gRmFDH",False
1259023077041635330,"RT @vonderleyen: Heute feiern wir 70 Jahre europäische Solidarität. Sie half, einen Kontinent auf der Asche des 2. Weltkriegs wieder aufzub…",False
1357728030177787904,"""The #COVID19 Technology Access Pool, or C-TAP, enables the voluntary licensing of technologies in a non-exclusive and transparent way by providing a platform for developers to share knowledge, intellectual property and data""-@DrTedros #VaccinEquity #ACTogether",True
1262469582847184896,"The World Health Assembly #WHA73 starts today.
Health leaders are convening virtually for the first time this year, due to #COVID19.

https://t.co/3LcaLDToH9",True
1250711663512346625,The storm clouds of this pandemic still hang heavily over the European Region. @hans_kluge,True
1250049904858337281,RT @vonderleyen: #EUsolidarity saves lives. We help EU countries by sending doctors &amp; equipment. I am grateful to Denmark for sending venti…,False
1273842377137049601,"Secretary of State Or Vandine shared 🇰🇭's whole of government &amp; society approach to fight #COVID19 &amp; efforts to mobilise almost 3,000 rapid response team members to find cases &amp; trace contacts. The Minister explained how previous investments in the health system have paid off.",True
1250876621462007808,"#COVID19 spreads like dominoes fall. Help protect your family and your community. Wash your hands, #stayhome and practice #socialdistancing by keeping at least 6 feet of distance between yourself and others. https://t.co/3hfmsY71WY https://t.co/jTMmM4OEHb",True
1348627978553536512,"3️⃣ factors that can help you make safe choices when you're in an area of widespread #COVID19 transmission:
(1) Location
(2) Proximity with others
(3) Time you spend there
https://t.co/8lAA9M4tOa",True
1260625990893613056,"#WorldHealthData 📊: In more than 40% of all countries, there are fewer than 10 medical doctors 👩🏻‍⚕️ per 10 000 people. Over 55% of countries have fewer than 40 nursing 🧑🏻‍⚕️and midwifery 👨🏻‍⚕️ personnel per 10 000 people.

👉https://t.co/umXA3bZW0Z https://t.co/YYeoSaiC1Z",False
1359810674269028355,"Whilst this is good news, the decline in cases conceals increasing numbers of outbreaks and community spread involving variants of concern, meaning that we need to watch overall trends in transmission carefully and avoid rash decisions. @hans_kluge",False
1276483958079926272,"2⃣ we're opening new walk through local testing sites

These sites offer same day appointments to people without cars and provide testing for communities who need it most.

Here’s what you’ll need to do if you visit a local testing site:
➡️ https://t.co/O1IATv9qOp https://t.co/Y2qHRKBKOs",False
1296708394506760192,"Today is the International Day of Victims of Terrorism.

There is no place for terrorism anywhere in the world.
There is no room for victimisation and discrimination by association.

#SurvivingTerrorism #ThisIsTheEU https://t.co/bUtkeNHfjs",False
1267769679310774273,"Those dispensing medicines to the general public play a vital role in the #COVID19 response. But it's important they know what steps to take if they suspect or see signs of COVID-19. 

Find out more 👉 https://t.co/hNiha5nudG https://t.co/PxejscFHgI",True
1254760143478239235,"RT @WHO_Europe: WHO/Europe has published considerations on the gradual easing of measures taken in response to #COVID19.

Various factors m…",True
1341373425714118666,"BLOG: Can you tell where you caught COVID-19?

It's often not possible to know where people got infected from #COVID19, but our new blog explains several tools which can provide vital clues.

Read more: https://t.co/6ve11V8jfD",True
1329371544896876548,RT @WHO_Europe: 🎥🔴 Watch LIVE as @hans_kluge %26 experts from WHO/Europe provide a situation update on #COVID19 in the European Region %26…,True
1245787940661444609,"RT @DHSCgovuk: Social care workers, alongside the NHS are working tirelessly in the fight against #coronavirus

We are so grateful for what…",True
1279354262888333312,"We invited the Liverpool Echo (@LivEchonews) for a behind-the-scenes look at the Haydock Park testing site in Merseyside.

There's also availability at sites near you. Book yours via the NHS website as soon as you develop symptoms.

Read more ⬇️
https://t.co/rCtrnteNwj",False
1249418893552214016,RT @CDCEnvironment: Develop a #tornado action plan with your family. Know where to seek shelter in your home. https://t.co/Bku9OVzEjc #Prep…,False
1311952155608338433,RT @EP_ScienceTech: 'What are the main conclusions we can draw from schools that did not close during the peak of the pandemic in Europe?'…,True
1305458993180143617,"RT @chaitra_dinesh: ""The plethora of global health issues do not stop in the midst of a pandemic."" Prof Chris Whitty @CMO_England #RC70Euro…",True
1334133413088022529,"The Americas were the largest contributor for new weekly #COVID19 cases last week. Although Europe reported a continued decrease, it still accounts for the 2nd greatest proportion of new weekly cases. https://t.co/EfeLk1NB5p",True
1298229400085975041,"""Through our new division of emergency preparedness, we will support you to prevent and mitigate the impact of emergencies, as well as responding to them.""-@DrTedros #RCAFRO70",False
1278747301121601536,"RT @educationgovuk: Returning to nurseries, schools and colleges is vital for young people’s education and wellbeing. All children and youn…",False
1350910861414690820,"RT @NHSEngland: When the NHS contacts you or a loved one to get vaccinated, there are a few places you may be asked to go — a local hospita…",False
1252651290175459340,"The #coronavirus knows no borders. Together is the only way we can stop it.

Following requests for assistance via the EU Civil Protection Mechanism, the EU is coordinating and co-financing the delivery of aid shipments for Italy, Croatia &amp; the Western Balkans. #StrongerTogether",True
1306529922136014848,"Make them part of the solution, and move from a ‘do not’ to a ‘do differently’ finding newer and safe ways to be social and avoid loneliness. @hans_kluge",False
1272156111509037062,"Today's #COVID19 update (14.06.2020)

Global:
▪ 7 759 691 cases
▪ 430 127 deaths

EU/EEA/UK:
▪ 1 472 636 cases
▪ 171 358 deaths

Find all info: https://t.co/TE7KD96Va2
Latest #RapidRiskAssessment: https://t.co/6RoGoshwNj
#SARSCoV2",True
1251689013095907333,"While being #TogetherAtHome, here are some physical activities you can do at home during #COVID19 outbreak to stay #HealthyAtHome:

🤸‍Try exercise classes online
💃Dance to music
🎮Play active video games
🤾Try skipping rope
💪Do some muscle strength &amp; balance training https://t.co/ybh7pQUkVt",True
1332349124801335303,"RT @WHO: WHO, @FIFAcom &amp; @EU_Commission team up to launch the #SafeHome campaign to support women &amp; children at risk of domestic violence.…",False
1290559733032718336,"🏡 is not always a safe place for children, women &amp; older people who are experiencing or are at risk of abuse.

According to our study🔖, domestic violence is likely to increase 📈 during &amp; after the #COVID19 pandemic.

👉https://t.co/3q78WrGfiY #EndViolence https://t.co/nZ3XKVDnlJ",True
1251536277238951937,"The global strategy to respond to #COVID19 aims for all countries to control the pandemic by slowing down the transmission &amp; reducing mortality associated with the disease https://t.co/Z5ALNcCCYq

#coronavirus https://t.co/YZ1ROBUTpw",True
1347111523701895168,Over one quarter of all European member states and territories are seeing very high incidence and strained health systems @hans_kluge,False
1339141547787481089,"A crisis can also be an opportunity. The EU bike industry has seen this firsthand this year.

🇪🇺🚲The sudden increase in the use of bicycles during the pandemic has boosted jobs and business.

We are committed to securing a greener recovery.

#StrongerTogether #EUGreenDeal",True
1324343932243857408,"The resumed #WHA73 will take place virtually from 9-14 November, and will be webcast here: https://t.co/21OJ5U20IO",False
1338548075669938181,"Join today’s CDC #COVID19 Partner Update Call, at 3 pm ET via Zoom. 
Topic: Ten Truths about COVID-19.
Retweet and Register: https://t.co/HxIi3Anl0T.

#Health #Facts https://t.co/TCeKdIPk9N",True
1264946006011060226,"""And beyond that they worked together with @AfricaCDC &amp; WHO to extend training for laboratory technicians for detection of #COVID19 and to build up the national capacity across the region""-@DrTedros",True
1289175256595230720,"If you care for someone with a #raredisease, @GeneticAll_UK want to hear from you.

Take part in their patients experience survey 🔽",False
1291743447796383749,"RT @DepSecHargan: If you tested positive for #COVID19 and have no symptoms, stay home and away from other people. Learn more about @CDCgov…",True
1311712483388710912,"This #BlackHistoryMonth, we’re shining a spotlight on some less well-known Black healthcare workers in British history.

Gifted doctors and nurses, they fought against prejudice to care for their patients and communities.

#OurHistoryOurHeroes https://t.co/MOAnStLKCV",False
1351453505366716418,"An effective #CVD prevention programme incorporates multiple strategies and there are @WHO tools to support interventions.

Read about the global HEARTS initiative here 👉https://t.co/bkgMtnGsAO https://t.co/urPnsJvIHo",False
1280202828007583746,"RT @DHSCgovuk: No matter how mild your symptoms may be, if you experience:
➡️ loss/change in sense of smell 
➡️ loss/change in sense of tas…",False
1320796567104856066,RT @NHSuk: High cholesterol can increase your risk of heart problems or a stroke. There are no symptoms and you can only find out if you ha…,False
1284110612662910978,"As a paramedic, no two days will ever be alike 🚑 

@UCAS_online #Clearing is now open, with many university and college places still available for this academic year. 

Find your course, including paramedic science:   
👉https://t.co/xAQdqVYmK3
 
#NHScareers #UCASclearing",False
1293499872210046976,RT @EUKommWien: Das Europäische Zentrum für die Prävention und die Kontrolle von Krankheiten @ECDC_EU ist aufgrund des Ausbruchs des #Coron…,False
1313091727016759296,"""What we’ve learned in every region of the 🌍 is that with:

-Strong leadership

-Clear &amp; comprehensive strategies

-Consistent communication

-Engaged, empowered &amp; enabled population

it’s never too late. Every #COVID19 situation can be turned around""-@DrTedros #EBSpecial https://t.co/Fywrcz9RW1",True
1356331240635428865,"RT @DHSCgovuk: We are increasing testing in areas where the #COVID19 variant first identified in South Africa has been found.
 
This will h…",True
1359841264942927875,"NHS Test and Trace statistics [since launch]

➡️ 21.7 million individuals tested at least once

➡️ 8,624,757  people reached by NHS Test and Trace

➡️ 90% of identified close contacts who provided contact details reached

Read to find out more 👇",False
1305414685110329344,Live from @WHO_Europe Regional Committee with @DrTedros. #RC70Europe https://t.co/BvQqnQ4G08,False
1299459999119429633,RT @HHSGov: #COVID19 can be spread by people who do not have symptoms &amp; do not know that they are infected. Masks worn over the mouth AND n…,True
